url, schemaname
"https://www2.census.gov/geo/tiger/GENZ2010/", "gis_census_cb"
"https://www2.census.gov/geo/tiger/GENZ2016/shp/", "gis_census_cb"
"https://www2.census.gov/geo/tiger/TIGER2017/COUNTY/", "gis_census_tl"
